0.39,0.416,0.435,0.449,0.65
0.8375,0.51875,0.225,0.10625,0
0.80625,0.75625,0.7,0.5875,0
0.825,0.7625,0.70625,0.5875,0
0.8625,0.76875,0.70625,0.5875,0
0.8625,0.76875,0.70625,0.5875,0
0.88125,0.78125,0.70625,0.5875,0
0.8875,0.78125,0.70625,0.5875,0
0.8875,0.78125,0.70625,0.5875,0
0.8875,0.78125,0.70625,0.5875,0
0.89375,0.78125,0.70625,0.5875,0
0.89375,0.78125,0.70625,0.5875,0
0.9,0.78125,0.70625,0.5875,0
0.90625,0.78125,0.70625,0.5875,0
0.9125,0.78125,0.70625,0.5875,0
0.9125,0.78125,0.70625,0.5875,0
0.9125,0.78125,0.70625,0.5875,0
0.9125,0.78125,0.70625,0.5875,0
0.9125,0.78125,0.70625,0.5875,0
0.9125,0.78125,0.70625,0.5875,0
0.9125,0.78125,0.70625,0.5875,0
0.9125,0.78125,0.70625,0.5875,0
0.9125,0.78125,0.70625,0.5875,0
0.9125,0.78125,0.70625,0.5875,0
0.9125,0.78125,0.70625,0.5875,0
0.9125,0.78125,0.70625,0.5875,0
0.9125,0.78125,0.70625,0.5875,0
NaN,NaN,NaN,NaN,NaN
0.39,0.416,0.435,0.449,0.65
0.9125,0.78125,0.70625,0.5875,0
0.26625,0.08525,0.02425,0.00675,0
